Ausgabe,Datum,Locales?,Neues aus Köln?,Wochentag
1910_9_6_415825.txt,1910-09-06,0,0,1
1910_9_7_415826.txt,1910-09-07,0,0,2
1910_9_8_415827.txt,1910-09-08,0,0,3
1910_9_9_415828.txt,1910-09-09,0,0,4
1910_9_12_415833.txt,1910-09-12,0,0,0
1910_9_14_415835.txt,1910-09-14,0,0,2
1910_9_15_415836.txt,1910-09-15,0,0,3
1910_9_16_415837.txt,1910-09-16,0,0,4
1910_9_17_415838.txt,1910-09-17,0,0,5
1910_9_19_415841.txt,1910-09-19,0,0,0
1910_9_20_415842.txt,1910-09-20,0,0,1
1910_9_22_415844.txt,1910-09-22,0,0,3
1910_9_23_415845.txt,1910-09-23,0,0,4
1910_9_24_415846.txt,1910-09-24,0,0,5
1910_9_27_415850.txt,1910-09-27,0,0,1
1910_9_28_415851.txt,1910-09-28,0,0,2
1910_9_29_415852.txt,1910-09-29,0,0,3
1910_10_1_415854.txt,1910-10-01,0,0,5
1910_10_3_415857.txt,1910-10-03,0,0,0
1910_10_4_415858.txt,1910-10-04,0,0,1
1910_10_5_415859.txt,1910-10-05,0,0,2
1910_10_6_415860.txt,1910-10-06,0,0,3
1910_10_7_415861.txt,1910-10-07,0,0,4
